Nome;Descrizione;Tipo;Latitudine;Longitudine
Palazzo vescovile - Curia diocesana;"Il Palazzo Vescovile di Nocera Inferiore è una struttura palaziale utilizzata come residenza del vescovo della diocesi di Nocera Inferiore-Sarno. Sorge nella parte terminale del borgo Vescovado. Fu gravemente danneggiato dal sisma del 1668. Fu restaurato dal vescovo De Dominicis nel 1721. Sulla facciata sud occidentale del palazzo è ancora presente lo stemma della casata. Addossato alla Cattedrale, il palazzo presenta una pianta ad ""L"" e fu realizzato su due livelli.";generici;40.737867;14.652497
Palazzo ducale;Il palazzo ducale di Nocera dei Pagani, fu realizzato da Ferdinando I Carafa, feudatario e secondo duca di Nocera, che decise di dotarsi di un palazzo al centro della città. Secondo la testimonianza del vescovo Simone Lunadoro, vescovo della diocesi di Nocera dei Pagani il palazzo sorgeva in prossimità di una piazza pubblica. Vi si godeva la vista della collina del Parco e del suo giardino. Dopo il suo abbandono, fu raso al suolo e trasformato in Caserma di Cavalleria per volere del re di Napoli, fu così realizzata l'attuale caserma Tofano. Intento del re fu di liberare i nocerini dall'incombenza di dover ospitare i militari nelle proprie case.;generici;40.746942;14.643033
Palazzo Lanzara, ex Castelrodrigo;Palazzo Lanzara, ex Castelrodrigo, domina piazza Cianciullo e affianca piazza Diaz. Fu realizzato inizialmente dai duchi Castelrodrigo come scuderia del palazzo ducale, passò poi nel 1848 alla famiglia Lanzara, di Castel San Giorgio. Uno dei più antichi e scenografici palazzi del centro nocerino dalla struttura, trapezoidale, presenta un caratteristico cortile porticato. È attualmente interessato da una imponente opera di recupero architettonico e strutturale.;generici;40.743597;14.642814
Palazzo e Torre Guerritore Broya;E' un palazzo di proprietà privata, appartenente alla famiglia Califano di Sperandei,il quale ultimo erede morì senza figli passandolo in eredità  alla famiglia Broya. L'ultimo erede di tale dinastia sposò Andrea Guerritore, che incluse la dimora nel proprio patrimonio.;generici;40.7448487341801;14.63954269731796
Palazzo Lanzara Del Balzo;costituisce l'accesso monumentale al viale che conduce alla Cattedrale, nel quartiere Vescovado. Il palazzo, impreziosito dalla piccola cappella di famiglia, è caratterizzato da un ampio portale e da una loggia porticata che si affaccia sul cortile interno. Il primo piano è decorato da affreschi dal tema architettonico.;generici;40.75938779237818;14.65104938382648
Palazzo Comunale;L'edificio si sviluppa in pianta rettangolare con due ampi cortili interni porticati su tre lati. Sviluppato su due livelli, la copertura è a lastrico solare. Una statuetta bronzea di mercurio adorna la scalinata monumentale sita al lato destro dell'ingresso. La facciata è dominata da un ampio orologio, una volta affiancato da due campane. In passato ha ospitato anche delle scuole elementari.;generici;40.75644581673512;14.653478030138992
Palazzo del Liceo Classico;Fu realizzato intorno agli anni '30, ed inaugurato nel 1938, per sostituire le sale del ginnasio-convitto, ospitate fin dal 1865, dal Seminario Vescovile. Il liceo classico è intitolato al famoso filosofo napoletano Giambattista Vico.;generici;40.74418776483519;14.642943126851735
Palazzo Gabola;Questo palazzo elegante realizzato su quattro piani fu realizzato ad inizio novecento in stile liberty. Oggi ospita uffici ed è la sede dell'Unicredit. La peculiarità è costituita dalle sue colone, collocate all'entrata dell'edificio.;generici;40.74499416864533;14.64183977752614
Galleria Maiorino;Rappresenta un'elegante piazza coperta, realizzata agli inizi degli anni 80, dall'architetto Nicola Pagliara ed è costruita sul sito dismesso del cinema ''Modernissimo''. Oggi, è sede di negozi ed uffici. Inoltre, la struttura ospita anche una sala Polifunzionale nella quale si svolgono mostre d'arte, sfilate o avvenimenti importanti.;generici;40.74312988077871;14.643721970155337
Galleria del Corso;La galleria del Corso, conosciuta anche come ''Il Corso'' o ''Il Corso Vecchio'', fin dal 900 unisce piazza Amendola fino a via Libroia. Il corso è costeggiato, oltre che da abitazione alcune delle quali risalenti a differenti epoche, anche da negozi. In passato ha rappresenta il fulcro della città, essendo meta obbligatoria per gli spostamenti dal Golfo di Napoli a quello di Salerno.;generici;40.7430540746206;14.637409155621867
Palazzo Piccolomini d'Aragona;La peculiarità della struttura è la presenza di una torretta recante lo stemma della famiglia che ci visse per anni.;generici;40.745237090194536;14.642641052961416
Castello del Parco;I ruderi del castello costituiscono una struttura trapezoidale monca di un lato, che si sviluppano intorno ad un ampio cortile (chiamato fantasiosamente: sala della Cavallerizza).Molto suggestiva l'area della voliera, ad ovest del castello, nella quale sono ancora in luce le ampie cisterne a tratti due delle tre cinte murarie originali. Alle spalle della torre mastio vi è una piccola area absidata, pertinente alle chiese di Santa Maria alla Torre e San Martino in ''unum constructe'' secondo le fonti. In epoca successiva, la fortezza fu dedicata a San Leone;generici;40.752465280669895;14.642427980817688
Caserma Tofano;Rappresenta un edificio militare, dedicato alla memoria del tenente Bruno Tofano. Lo scopo della costruzione di tale struttura era quello di liberare i cittadini di Nocera Inferiore dall'incombenza di dover ospitare militare delle proprie case.;generici;40.74940082486455;14.642599641056531
Caserma Libroia;La caserma è conosciuta anche con il nome il 45º Battaglione trasmissione ''Vulture''. Il Battaglione è noto per la sua partecipazione a diverse missioni, fra le quali, i soccorsi e la ricostruzione dopo il terremoto dell'Irpinia  (1980) e soccorsi e ricostruzione dopo l'alluvione di Sarno e Quindici.;generici;40.74961843602146;14.643168756927802
Largo Sant'Antonio;Il largo Sant'Antonio è dominato da una grande scalinata che porta al porticato s'ingresso. La chiesa adiacente al largo è dedicata ai santi Francesco Da Assisi e Antonio Da Padova;generici;40.746918981492776;14.644632026758348
Fontana della fertilità;La Fontana della fertilità è circoscritta dalla piazza che vi ruota attorno;generici;40.74288018221392;14.64171479787908
Monumenti funerari di Piazza del Corso;Informazione assente.;generici;40.743062652292814;14.638285126709848
Villa De Sauget;La Villa comunale di Nocera Inferiore è dedicata al generale Roberto de Souget. All'interno della villa sono presenti diverse piante secolari, come una Magnolia di quasi 300 anni;generici;40.747264;14.642783
Biblioteca e Archivio Storico Comunale (palazzo San Matteo);Informazione assente.;generici;40.74289112819668;14.640026962191216
Biblioteca Sant'Antonio Dottore;Informazione assente.;generici;40.82999945737023;14.667307584853742
Biblioteca Diocesana;La diocesi di Nocera Inferiore-Sarno comprende le foranie di Nocera Inferiore, Sarno, Nocera Superiore-Roccapiemonte, Pagani, Angri e San Valentino Torio (di cui fanno parte anche la parrocchia di San Biagio a San Marzano sul Sarno in provincia di Salerno e le parrocchie di San Giovanni Battista a Striano e di Sant'Antonio da Padova a Poggiomarino, entrambe nella città metropolitana di Napoli), per un totale di 54 parrocchie, dislocate in 13 comuni.;generici;40.74055323393115;14.651195779722494
Archivio Storico Diocesano;L'archivio della diocesi di Nocera Inferiore-Sarno ha assunto questa denominazione dal 30 settembre del 1986 con la fusione delle Diocesi di Nocera, Pagani e di Sarno. L'archivio Diocesano è costituito da due fondi, a Nocera Inferiore, archivio storico e corrente, e a Sarno, archivio storico dell'ex Diocesi di Sarno. Il fondo archivistico di Nocera Inferiore possiede 946 cartelle ed il documento più antico è datato al 1479.;generici;40.74057558852592;14.651211872976065
Biblioteca Psichiatrica;Informazione assente;generici;40.7471346751224;14.648021920827183
"Biblioteca del Liceo Classico ""Gianbattista Vico""";"La Biblioteca del liceo classico ""G.B Vico"" è strettamente legata a quella della biblioteca provinciale De Meis ed è importantissima per gli studi sulla politica scolastica e bibliotecaria del Regno Di Napoli, in quanto fornisce preziose testimonianze sulle provenienze ecclesiastiche dei fondi antichi nelle biblioteche scolastiche.";generici;40.74418233676703;14.642929851512768
"Biblioteca del Liceo Scientifico ""Nicola Sensale""";Informazione assente;generici;40.75089045065194;14.63242743861903
Museo dell'Agro Nocerino;"Il Museo Archeologico Provinciale dell'Agro Nocerino sito a Nocera Inferiore è stato inaugurato nel 1964 per ospitare la collezione ""Pisani"" formati da reperti archeologici provenienti dalle tombe protostoriche di San Marzano sul Sarno, nonché i reperti provenienti dagli scavi della Direzione dei Musei Provinciali, che ha lavorato dal 1957 in poi presso le necropoli di località Pareti di Nocera Superiore, non lontano dal teatro ellenistico-romano di Nuceria Alfaterna ed alcuni materiali provenienti da una collezione civica di Angri";generici;40.74683160364007;14.64461928585741
Museo Diocesano;Il Museo Diocesano di Nocera Inferiore (Salerno), è intitolato a San Prisco primo vescovo della diocesi. È allestito in alcuni locali al piano terra dell'ex seminario vescovile (XVI secolo), fondato dal vescovo Paolo Giovio il Giovane (1560 - 1582) presente al Concilio di Trento. Inaugurato il 14 febbraio 2008, per volere del vescovo Gioacchino Illiano (1987 - 2011). Accoglie manufatti provenienti da tutta la diocesi di Nocera Inferiore-Sarno.;generici;40.740103;14.651544
Pinacoteca di Sant'Antonio;Il Pinacoteca del Convento di Sant'Antonio di Nocera Inferiore (Salerno), allestito all'interno del Convento di Sant'Antonio , è stato inaugurato nel 1995, per volere di padre Guglielmo Salierno, per conservare, valorizzare e promuovere la conoscenza del patrimonio storico-artistico, proveniente dalla Basilica di Sant'Antonio e dal cenobio stesso.;generici;40.747294;14.646031
Museo didattico della Fotografia;"Il museo conserva circa ottantamila fototipi che vanno dalla metà dell'Ottocento fino ai giorni nostri. Si tratta di testimonianze che documentano la storia civile, economica e industriale, i mutamenti civili e rurali e le trasformazioni sociali del territorio. Il museo è stato realizzato in collaborazione con il Centro Mediterraneo di Storia e Cultura della Fotografia[2], in collaborazione con la Soprintendenza Archivistica per la Campania, il Comune di Nocera Inferiore e la Provincia di Salerno. Insieme all'Archivio Storico Fotografico, la struttura ospita una Biblioteca specializzata (curata dall'Associazione Culturale Il Didrammo); diversi laboratori (di restauro e conservazione; di fotografia digitale e di sviluppo e stampa); servizi educativi e didattici.";generici;40.755386;14.640292
Sala Roma;Cinema con novità cinematografiche e cineforum proposti in una sala dall'atmosfera di una volta con poltrone azzurre.;generici;40.74168;14.63855
Impero;Estetica L'Impero è insieme un centro di bellezza e scuola di estetica e massaggiatori autorizzata dalla regione Campania.;generici;40.74363;14.64099
Edicola funeraria di Fructus;A Nocera Inferiore sono presenti dei reperti archeologici di epoca romana come l’edicola funeraria di Fructus.;generici;40.74325190866739;14.633982811249602
Palazzo Mangiaguerra;Informazione assente;generici;40.73694011430168;14.653671411249338
Chiesa e Convento delle suore dell’Ordine delle figlie di Maria Immacolata;Il monastero è una struttura femminile dedicata all'ordine dei domenicani.;generici;40.75040336481464;14.638334257337522
Chiesa di Santa Caterina;Inizialmente dedicata ai Santi Martiri.L'attuale Cappella di aspetto ottocentesco è dovuto ai numerosi restauri sino al post terremoto del 1980.;generici;40.746555395885935;14.66887519233943
Villa comunale;La sistemazione contiene un arredo da giardino in stile neogotico realizzato su più livelli. Al centro un busto bronzeo delgenerale Roberto De Sauget. Negli anni settanta è stata realizzata una costruzione in cemento nella quale era stata collocata la biblioteca comunale.Notevoli di interesse sono le grandi scalinate e la statua di un leone al primo livello. Fa parte dell'arredo della villa anche una possente statua acefala di armato.Ora in stato di abbandono.;generici;40.74734126687793;14.64257182686976
Chiesa Parrocchiale di San Bartolomeo Apostolo;Inizialmente presentava una struttura a tre navate, con accesso orientale e due cappelle laterali. Nel XVIII secolo venne ristrutturata riducendone le dimensioni, demolendo le cappelle laterali. Al suo interno spiccava la Deposizione di Angelo Solimena, insieme alla fonte battesimale e due statue di angioletti poste ai lati dell'altare maggiore, accanto la chiesa vi è la cappella della confraternita.;generici;40.74232867836932;14.658263716336142
Battistero paleocristiano di Santa Maria Maggiore;Esso ha una forma rotonda  e all'interno presenta un enorme vasca ottagonale. Intorno alla vasca corre una fila di quindici colonne binate. Di pomeriggio o di sabato è solo su prenotazione.;generici;40.74190787197064;14.668273469199285
Basilica Santuario di Materdomini;La Basilica Santuario di Santa Maria Materdomini è una basilica pontificia minore, un santuario, un'ex abbazia benedettina e monumento nazionale italiano. Al suo interno viene venerato il quadro di Santa Maria Materdomini. Quest'ultimo è sormontato da una cupoletta di marmo che termina con una lanterna. Il quadro di Maria Materdomini è conservato in una cornice marmorea.;generici;40.7531970449246;14.6872844232902
Chiesa Parrocchiale Maria Santissima di Costantinopoli;Attraverso la non rettilinea via dell'Indipendenza si giunge al popoloso abitato di Pecorari all'inizio del quale troviamo la Chiesa di Santa Maria di Costantinopoli a cui pose le fondamenta Carmine Celentano e completata nel 1614 con le offerte degli abitanti del luogo. Ampliata nel tempo del vescovo Francone, costituisce oggi un racchiuso tempio per il culto di S. Pasquale Bajlon.;generici;40.74817459583205;14.686417007186128
